entity_id,state,last_changed
sensor.felix_weather_luftfeuchtigkeit,42.2,2025-01-22T13:50:35.978Z
sensor.felix_weather_luftfeuchtigkeit,45.1,2025-01-22T14:20:03.246Z
sensor.felix_weather_luftfeuchtigkeit,43.1,2025-01-22T14:36:58.107Z
sensor.felix_weather_luftfeuchtigkeit,41.7,2025-01-22T14:52:32.122Z
sensor.felix_weather_luftfeuchtigkeit,41.9,2025-01-22T14:57:13.468Z
sensor.felix_weather_luftfeuchtigkeit,41.7,2025-01-22T15:16:28.328Z
sensor.felix_weather_luftfeuchtigkeit,39.7,2025-01-22T15:51:07.457Z
sensor.felix_weather_luftfeuchtigkeit,39.1,2025-01-22T16:09:52.229Z
sensor.felix_weather_luftfeuchtigkeit,38.8,2025-01-22T16:40:00.701Z
sensor.felix_weather_luftfeuchtigkeit,38.5,2025-01-22T17:00:35.904Z
sensor.felix_weather_luftfeuchtigkeit,38.4,2025-01-22T17:08:38.594Z
sensor.felix_weather_luftfeuchtigkeit,38.3,2025-01-22T17:23:32.450Z
sensor.felix_weather_luftfeuchtigkeit,39.6,2025-01-22T17:47:58.513Z
sensor.felix_weather_luftfeuchtigkeit,39.7,2025-01-22T17:57:51.090Z
sensor.felix_weather_luftfeuchtigkeit,39.5,2025-01-22T18:04:53.485Z
sensor.felix_weather_luftfeuchtigkeit,38.9,2025-01-22T18:30:39.973Z
sensor.felix_weather_luftfeuchtigkeit,38.7,2025-01-22T18:45:13.700Z
sensor.felix_weather_luftfeuchtigkeit,38.8,2025-01-22T18:55:16.334Z
sensor.felix_weather_luftfeuchtigkeit,38.5,2025-01-22T19:04:09.148Z
sensor.felix_weather_luftfeuchtigkeit,38.3,2025-01-22T19:23:24.004Z
sensor.felix_weather_luftfeuchtigkeit,38.0,2025-01-22T19:46:50.149Z
sensor.felix_weather_luftfeuchtigkeit,39.1,2025-01-22T20:20:18.903Z
sensor.felix_weather_luftfeuchtigkeit,39.3,2025-01-22T20:31:41.892Z
sensor.felix_weather_luftfeuchtigkeit,39.6,2025-01-22T20:43:14.879Z
sensor.felix_weather_luftfeuchtigkeit,39.5,2025-01-22T20:59:09.619Z
sensor.felix_weather_luftfeuchtigkeit,39.6,2025-01-22T21:12:53.152Z
sensor.felix_weather_luftfeuchtigkeit,39.7,2025-01-22T21:37:19.456Z
sensor.felix_weather_luftfeuchtigkeit,39.6,2025-01-22T22:12:49.074Z
sensor.felix_weather_luftfeuchtigkeit,39.5,2025-01-22T22:33:44.636Z
sensor.felix_weather_luftfeuchtigkeit,39.6,2025-01-22T22:37:56.374Z
sensor.felix_weather_luftfeuchtigkeit,39.5,2025-01-22T22:53:00.232Z
sensor.felix_weather_luftfeuchtigkeit,39.4,2025-01-22T23:33:07.080Z
sensor.felix_weather_luftfeuchtigkeit,39.5,2025-01-22T23:51:02.142Z
sensor.felix_weather_luftfeuchtigkeit,39.8,2025-01-23T00:24:00.368Z
sensor.felix_weather_luftfeuchtigkeit,39.9,2025-01-23T00:54:28.674Z
sensor.felix_weather_luftfeuchtigkeit,40.0,2025-01-23T01:07:22.082Z
sensor.felix_weather_luftfeuchtigkeit,40.2,2025-01-23T01:22:06.130Z
sensor.felix_weather_luftfeuchtigkeit,40.3,2025-01-23T01:36:20.382Z
sensor.felix_weather_luftfeuchtigkeit,40.8,2025-01-23T02:11:09.611Z
sensor.felix_weather_luftfeuchtigkeit,40.6,2025-01-23T02:19:31.968Z
sensor.felix_weather_luftfeuchtigkeit,40.7,2025-01-23T02:52:00.935Z
sensor.felix_weather_luftfeuchtigkeit,40.8,2025-01-23T04:09:21.379Z
sensor.felix_weather_luftfeuchtigkeit,41.3,2025-01-23T04:44:40.864Z
sensor.felix_weather_luftfeuchtigkeit,41.2,2025-01-23T05:02:35.514Z
sensor.felix_weather_luftfeuchtigkeit,41.4,2025-01-23T05:09:27.457Z
sensor.felix_weather_luftfeuchtigkeit,41.2,2025-01-23T05:16:50.002Z
sensor.felix_weather_luftfeuchtigkeit,41.0,2025-01-23T05:21:01.261Z
sensor.felix_weather_luftfeuchtigkeit,41.1,2025-01-23T05:21:31.622Z
sensor.felix_weather_luftfeuchtigkeit,40.8,2025-01-23T05:34:35.247Z
sensor.felix_weather_luftfeuchtigkeit,40.7,2025-01-23T05:38:56.536Z
sensor.felix_weather_luftfeuchtigkeit,40.6,2025-01-23T05:52:20.309Z
sensor.felix_weather_luftfeuchtigkeit,40.5,2025-01-23T05:58:01.902Z
sensor.felix_weather_luftfeuchtigkeit,40.6,2025-01-23T06:03:13.404Z
sensor.felix_weather_luftfeuchtigkeit,40.5,2025-01-23T06:10:16.113Z
sensor.felix_weather_luftfeuchtigkeit,40.7,2025-01-23T06:21:49.420Z
sensor.felix_weather_luftfeuchtigkeit,40.6,2025-01-23T06:28:11.435Z
sensor.felix_weather_luftfeuchtigkeit,40.7,2025-01-23T06:30:32.246Z
sensor.felix_weather_luftfeuchtigkeit,40.8,2025-01-23T06:43:56.190Z
sensor.felix_weather_luftfeuchtigkeit,40.7,2025-01-23T06:46:16.990Z
sensor.felix_weather_luftfeuchtigkeit,40.6,2025-01-23T07:00:41.924Z
sensor.felix_weather_luftfeuchtigkeit,40.5,2025-01-23T07:12:25.237Z
sensor.felix_weather_luftfeuchtigkeit,40.6,2025-01-23T07:30:00.220Z
sensor.felix_weather_luftfeuchtigkeit,40.5,2025-01-23T07:34:21.490Z
sensor.felix_weather_luftfeuchtigkeit,40.6,2025-01-23T07:40:43.265Z
sensor.felix_weather_luftfeuchtigkeit,40.7,2025-01-23T07:47:45.440Z
sensor.felix_weather_luftfeuchtigkeit,40.6,2025-01-23T07:56:38.512Z
sensor.felix_weather_luftfeuchtigkeit,40.7,2025-01-23T08:02:10.103Z
sensor.felix_weather_luftfeuchtigkeit,40.9,2025-01-23T08:11:12.505Z
sensor.felix_weather_luftfeuchtigkeit,40.6,2025-01-23T08:19:14.688Z
sensor.felix_weather_luftfeuchtigkeit,40.5,2025-01-23T08:28:07.030Z
sensor.felix_weather_luftfeuchtigkeit,40.4,2025-01-23T08:47:52.752Z
sensor.felix_weather_luftfeuchtigkeit,40.5,2025-01-23T08:59:05.668Z
sensor.felix_weather_luftfeuchtigkeit,40.6,2025-01-23T09:06:17.632Z
sensor.felix_weather_luftfeuchtigkeit,40.7,2025-01-23T09:12:09.283Z
sensor.felix_weather_luftfeuchtigkeit,40.9,2025-01-23T09:21:21.734Z
sensor.felix_weather_luftfeuchtigkeit,40.7,2025-01-23T09:39:17.152Z
sensor.felix_weather_luftfeuchtigkeit,41.0,2025-01-23T09:45:28.863Z
sensor.felix_weather_luftfeuchtigkeit,40.7,2025-01-23T09:54:01.071Z
sensor.felix_weather_luftfeuchtigkeit,40.2,2025-01-23T10:11:25.453Z
sensor.felix_weather_luftfeuchtigkeit,39.8,2025-01-23T10:24:18.762Z
sensor.felix_weather_luftfeuchtigkeit,39.7,2025-01-23T10:27:59.873Z
sensor.felix_weather_luftfeuchtigkeit,39.5,2025-01-23T10:37:42.926Z
sensor.felix_weather_luftfeuchtigkeit,39.4,2025-01-23T10:53:57.050Z
sensor.felix_weather_luftfeuchtigkeit,39.2,2025-01-23T11:26:15.001Z
sensor.felix_weather_luftfeuchtigkeit,39.1,2025-01-23T11:38:08.583Z
sensor.felix_weather_luftfeuchtigkeit,39.3,2025-01-23T12:04:45.178Z
sensor.felix_weather_luftfeuchtigkeit,39.1,2025-01-23T12:25:10.306Z
sensor.felix_weather_luftfeuchtigkeit,39.9,2025-01-23T12:55:08.283Z
